time_s,imu_f_ax,imu_f_ay,imu_f_az,imu_f_gx,imu_f_gy,imu_f_gz,imu_p_ax,imu_p_ay,imu_p_az,imu_p_gx,imu_p_gy,imu_p_gz,frame_pitch,frame_roll,frame_yaw,pay_pitch,pay_roll,pay_yaw,rel_pitch,rel_roll,p_err,t_vel_p,ff_pitch,cam_pr,vel_err_p,vq_pitch,r_err,t_vel_r,ff_roll,cam_rr,vel_err_r,vq_roll,elec_p,elec_r,off_p,off_r
7.4903,-2.267,0.979,7.877,0.14,1.82,0.89,1.33,2.146,-10.945,29.06,-52.76,-16.16,-0.388,0.659,-0.112,-24.381,14.447,-1.59,-23.923,13.665,24.381,0.867,0.0,-0.921,1.787,0.209,-14.447,-0.919,0.0,-0.507,-0.412,-0.092,5.505,4.198,4.139,3.755
7.5155,1.599,-0.302,10.506,2.14,-9.96,-3.83,-1.609,3.255,-7.271,15.08,160.18,-13.59,-0.686,0.632,-0.222,-21.109,13.816,-0.631,-20.354,13.089,21.109,0.753,-0.0,2.796,-2.043,-0.174,-13.816,-0.893,0.0,-0.263,-0.63,-0.118,5.941,4.128,4.139,3.755
7.5733,0.129,-0.007,10.652,-0.52,0.72,2.8,-1.943,2.374,-11.918,-70.91,252.35,4.05,-0.594,0.823,-0.21,-11.388,14.824,1.69,-10.729,13.959,16.538,0.593,0.0,4.404,-3.811,-0.352,-13.918,-0.898,-0.0,0.531,-1.429,-0.215,0.218,4.125,4.139,3.755
7.6045,0.208,-0.541,9.644,-1.74,4.81,6.45,-9.189,1.162,-6.23,-47.56,48.03,-12.88,-0.794,0.676,-0.122,-10.385,15.735,2.372,-9.528,15.034,11.388,0.413,0.0,4.404,-3.991,-0.371,-14.824,-0.939,-0.0,1.238,-2.176,-0.305,0.834,4.234,4.139,3.755
7.6045,0.208,-0.541,9.644,-1.74,4.81,6.45,-9.189,1.162,-6.23,-47.56,48.03,-12.88,-0.794,0.676,-0.122,-10.385,15.735,2.372,-9.528,15.034,10.385,0.378,0.0,0.838,-0.46,-0.018,-15.735,-0.98,-0.0,0.83,-1.81,-0.261,0.98,4.365,4.139,3.755
7.6637,1.484,0.014,9.96,1.52,-7.28,-3.59,-0.887,2.083,-8.564,40.54,-107.38,0.47,-0.911,0.736,-0.224,-14.143,15.043,0.918,-13.171,14.258,12.564,0.454,-0.0,-1.802,2.257,0.254,-15.731,-0.981,0.0,-0.393,-0.587,-0.115,0.674,4.354,4.139,3.755
7.6637,1.484,0.014,9.96,1.52,-7.28,-3.59,-0.887,2.083,-8.564,40.54,-107.38,0.47,-0.911,0.736,-0.224,-14.143,15.043,0.918,-13.171,14.258,14.143,0.51,-0.0,-1.874,2.384,0.267,-15.043,-0.952,0.0,-0.708,-0.244,-0.073,0.535,4.27,4.139,3.755
7.7193,0.733,-0.158,10.171,-1.63,5.27,2.91,-3.893,2.243,-8.351,31.82,-247.92,3.39,-1.226,0.806,-0.188,-22.698,14.921,-1.276,-21.41,13.98,17.588,0.63,-0.0,-3.321,3.951,0.425,-14.867,-0.945,0.0,-0.096,-0.849,-0.146,0.127,4.236,4.139,3.755
7.7193,0.733,-0.158,10.171,-1.63,5.27,2.91,-3.893,2.243,-8.351,31.82,-247.92,3.39,-1.226,0.806,-0.188,-22.698,14.921,-1.276,-21.41,13.98,22.698,0.808,0.0,-4.327,5.135,0.544,-14.921,-0.948,-0.0,-0.555,-0.393,-0.092,5.812,4.236,4.139,3.755
7.7471,-3.017,0.306,10.238,0.05,-0.15,0.22,1.809,2.146,-10.074,32.07,-26.64,-16.23,-0.624,0.696,-0.114,-24.497,14.343,-1.683,-23.805,13.514,24.497,0.871,-0.0,-0.465,1.336,0.165,-14.343,-0.924,0.0,-0.56,-0.364,-0.088,5.519,4.18,4.139,3.755
7.7761,2.528,-0.534,10.223,1.82,-9.15,-1.73,-2.179,3.215,-7.513,9.78,170.94,-13.36,-0.963,0.641,-0.208,-20.937,13.752,-0.61,-19.907,13.017,20.937,0.747,-0.0,2.984,-2.236,-0.193,-13.752,-0.899,0.0,-0.171,-0.729,-0.132,5.995,4.119,4.139,3.755
7.8352,1.288,-0.053,10.099,-1.01,0.14,2.64,-2.745,2.315,-11.734,-71.56,252.35,9.02,-1.129,0.799,-0.208,-11.34,14.919,1.641,-10.15,14.097,11.34,0.412,0.0,4.404,-3.992,-0.37,-14.919,-0.952,-0.0,1.249,-2.201,-0.309,0.904,4.251,4.139,3.755
7.8352,1.288,-0.053,10.099,-1.01,0.14,2.64,-2.745,2.315,-11.734,-71.56,252.35,9.02,-1.129,0.799,-0.208,-11.34,14.919,1.641,-10.15,14.097,11.34,0.412,0.0,4.404,-3.992,-0.37,-14.919,-0.952,-0.0,1.249,-2.201,-0.309,0.904,4.251,4.139,3.755
7.8948,-1.446,0.026,9.917,0.85,-2.83,-3.27,-2.237,3.257,-11.035,30.53,-101.47,15.38,-0.483,0.667,-0.1,-13.118,15.617,1.578,-12.572,14.897,13.118,0.474,-0.0,-1.771,2.245,0.254,-15.617,-0.985,0.0,-0.533,-0.452,-0.1,0.608,4.348,4.139,3.755
7.8948,-1.446,0.026,9.917,0.85,-2.83,-3.27,-2.237,3.257,-11.035,30.53,-101.47,15.38,-0.483,0.667,-0.1,-13.118,15.617,1.578,-12.572,14.897,13.118,0.474,-0.0,-1.771,2.245,0.254,-15.617,-0.985,0.0,-0.533,-0.452,-0.1,0.608,4.348,4.139,3.755
7.9522,0.323,0.218,10.235,0.19,-0.38,0.43,-5.701,2.174,-10.452,4.4,-230.58,-0.36,-0.85,0.744,-0.221,-18.758,14.854,-0.176,-17.844,14.024,18.758,0.671,-0.0,-4.024,4.696,0.5,-14.854,-0.954,0.0,-0.077,-0.877,-0.151,6.248,4.242,4.139,3.755
7.9522,0.323,0.218,10.235,0.19,-0.38,0.43,-5.701,2.174,-10.452,4.4,-230.58,-0.36,-0.85,0.744,-0.221,-18.758,14.854,-0.176,-17.844,14.024,18.758,0.671,-0.0,-4.024,4.696,0.5,-14.854,-0.954,0.0,-0.077,-0.877,-0.151,6.248,4.242,4.139,3.755
7.9813,1.35,-0.326,10.278,-1.53,4.68,1.35,-1.759,1.732,-7.324,34.95,-247.92,3.87,-1.144,0.727,-0.193,-23.53,14.84,-1.602,-22.324,13.973,23.53,0.838,0.0,-4.327,5.165,0.548,-14.84,-0.954,-0.0,-0.61,-0.344,-0.087,5.7,4.236,4.139,3.755
8.0086,-1.398,0.663,8.373,0.52,-1.5,-1.52,1.28,2.442,-11.775,33.32,28.08,-18.57,-0.719,0.61,-0.131,-24.254,14.14,-1.62,-23.466,13.405,24.254,0.863,-0.0,0.49,0.373,0.07,-14.14,-0.925,0.0,-0.582,-0.343,-0.087,5.561,4.166,4.139,3.755
8.0704,-0.292,-0.089,10.195,-0.59,4.28,-2.16,-2.684,2.467,-11.304,-39.06,252.35,9.72,-1.051,0.66,-0.221,-15.396,13.993,0.708,-14.285,13.283,15.396,0.554,0.0,4.404,-3.85,-0.354,-13.993,-0.92,-0.0,0.682,-1.602,-0.239,0.399,4.151,4.139,3.755
8.0704,-0.292,-0.089,10.195,-0.59,4.28,-2.16,-2.684,2.467,-11.304,-39.06,252.35,9.72,-1.051,0.66,-0.221,-15.396,13.993,0.708,-14.285,13.283,15.396,0.554,0.0,4.404,-3.85,-0.354,-13.993,-0.92,-0.0,0.682,-1.602,-0.239,0.399,4.151,4.139,3.755
8.0952,1.444,-0.326,10.101,-0.37,-2.29,2.32,-4.144,1.902,-9.519,-73.18,249.69,11.21,-1.238,0.665,-0.191,-10.582,15.03,1.808,-9.29,14.352,10.582,0.386,-0.0,4.358,-3.972,-0.367,-15.03,-0.966,-0.0,1.277,-2.244,-0.316,1.009,4.282,4.139,3.755
8.1283,-1.396,-0.283,9.864,-1.16,5.8,3.96,-8.702,1.233,-6.993,-37.06,-0.62,-9.64,-0.991,0.545,-0.101,-11.295,15.798,2.176,-10.248,15.233,11.295,0.411,0.0,-0.011,0.422,0.072,-15.798,-1.001,-0.0,0.647,-1.648,-0.245,0.892,4.39,4.139,3.755
8.1532,0.433,-0.426,9.713,1.47,-6.03,-4.99,-0.308,3.087,-10.851,40.46,-130.57,19.16,-0.834,0.552,-0.159,-13.341,15.525,1.283,-12.451,14.93,13.341,0.483,-0.0,-2.279,2.762,0.307,-15.525,-0.99,0.0,-0.706,-0.284,-0.082,0.623,4.353,4.139,3.755
8.2175,1.188,0.148,9.914,-0.54,-0.22,1.89,-6.627,2.34,-10.451,6.25,-247.92,-2.4,-1.325,0.659,-0.212,-19.873,14.8,-0.45,-18.485,14.05,19.873,0.711,-0.0,-4.327,5.038,0.536,-14.8,-0.961,-0.0,-0.109,-0.851,-0.15,0.428,4.257,4.139,3.755
8.2426,-0.362,-0.532,8.95,-1.41,5.85,6.53,-1.306,2.04,-7.155,35.85,-247.92,-4.02,-1.356,0.587,-0.129,-24.556,14.762,-1.82,-23.135,14.029,19.873,0.711,-0.0,-4.327,5.038,0.536,-14.8,-0.961,-0.0,-0.109,-0.851,-0.15,6.169,4.245,4.139,3.755
8.2735,-0.69,0.187,9.419,1.57,-5.22,-6.86,0.251,3.223,-12.5,31.5,87.43,-19.72,-0.98,0.627,-0.189,-23.401,13.889,-1.322,-22.353,13.142,24.556,0.874,0.0,-4.327,5.201,0.553,-14.762,-0.96,-0.0,-0.626,-0.334,-0.088,5.601,4.242,4.139,3.755
8.2989,1.635,0.792,9.565,1.43,-3.95,1.91,-2.828,2.118,-4.768,-10.13,212.39,-9.87,-1.458,0.712,-0.211,-19.789,13.744,-0.283,-18.266,12.946,23.401,0.834,-0.0,1.526,-0.692,-0.036,-13.889,-0.923,0.0,-0.55,-0.373,-0.093,5.697,4.134,4.139,3.755
8.3303,0.0,0.438,10.645,-0.93,3.34,-2.68,-1.403,2.944,-12.746,-49.76,252.35,11.96,-1.314,0.784,-0.26,-14.706,14.218,0.829,-13.33,13.392,19.789,0.708,-0.0,3.707,-2.999,-0.267,-13.744,-0.917,0.0,0.177,-1.094,-0.179,6.196,4.11,4.139,3.755
8.3566,1.844,0.098,9.96,-1.11,0.1,1.87,-4.867,1.569,-8.363,-65.06,202.55,2.83,-1.618,0.752,-0.215,-10.53,15.199,1.867,-8.856,14.449,14.706,0.531,0.0,4.404,-3.874,-0.355,-14.218,-0.939,-0.0,0.868,-1.808,-0.265,0.516,4.165,4.139,3.755
8.3893,-2.248,0.218,10.032,-1.05,5.43,4.36,-8.511,1.787,-8.323,-21.25,-38.57,-11.4,-1.266,0.664,-0.093,-11.822,15.73,2.092,-10.496,15.053,10.53,0.385,0.0,3.535,-3.15,-0.284,-15.199,-0.983,-0.0,1.135,-2.118,-0.303,1.062,4.294,4.139,3.755
8.4170,-1.458,-0.28,11.078,1.38,-3.44,-7.42,0.356,3.226,-10.082,45.18,-104.76,15.72,-0.836,0.688,-0.188,-13.464,15.31,1.219,-12.567,14.576,11.822,0.43,0.0,-0.673,1.103,0.142,-15.73,-1.007,-0.0,0.371,-1.378,-0.214,0.862,4.368,4.139,3.755
8.4476,0.907,0.591,10.513,1.0,-2.07,-0.3,-2.921,1.759,-8.776,25.52,-101.54,-4.59,-1.164,0.728,-0.245,-15.174,14.702,0.66,-13.949,13.923,13.464,0.487,-0.0,-1.828,2.316,0.263,-15.31,-0.99,0.0,-0.789,-0.201,-0.073,0.609,4.309,4.139,3.755
8.4476,0.907,0.591,10.513,1.0,-2.07,-0.3,-2.921,1.759,-8.776,25.52,-101.54,-4.59,-1.164,0.728,-0.245,-15.174,14.702,0.66,-13.949,13.923,15.174,0.547,-0.0,-1.772,2.319,0.264,-14.702,-0.964,0.0,-0.445,-0.519,-0.112,0.44,4.23,4.139,3.755
8.5024,-2.162,-0.685,10.005,-1.7,7.86,6.54,-2.34,1.973,-7.715,37.01,-247.92,-3.67,-1.115,0.684,-0.155,-24.277,14.761,-1.775,-23.098,13.932,19.466,0.697,0.0,-4.327,5.024,0.535,-14.877,-0.973,-0.0,-0.019,-0.954,-0.164,6.219,4.24,4.139,3.755
8.5024,-2.162,-0.685,10.005,-1.7,7.86,6.54,-2.34,1.973,-7.715,37.01,-247.92,-3.67,-1.115,0.684,-0.155,-24.277,14.761,-1.775,-23.098,13.932,24.277,0.865,0.0,-4.327,5.192,0.553,-14.761,-0.969,-0.0,-0.646,-0.323,-0.088,5.606,4.231,4.139,3.755
8.5595,1.614,0.402,9.689,1.9,-5.22,2.53,-1.806,2.516,-5.77,-1.22,205.62,-10.95,-1.131,0.685,-0.235,-19.768,13.639,-0.366,-18.572,12.868,19.768,0.708,-0.0,3.589,-2.881,-0.254,-13.639,-0.922,0.0,0.021,-0.943,-0.163,6.159,4.101,4.139,3.755
8.5595,1.614,0.402,9.689,1.9,-5.22,2.53,-1.806,2.516,-5.77,-1.22,205.62,-10.95,-1.131,0.685,-0.235,-19.768,13.639,-0.366,-18.572,12.868,19.768,0.708,-0.0,3.589,-2.881,-0.254,-13.639,-0.922,0.0,0.021,-0.943,-0.163,6.159,4.101,4.139,3.755
8.6175,1.551,-0.11,10.166,-1.05,0.07,2.44,-4.237,1.878,-9.056,-71.69,212.03,4.12,-1.18,0.804,-0.284,-14.823,14.041,0.772,-13.581,13.191,14.823,0.535,0.0,4.404,-3.869,-0.354,-14.041,-0.941,-0.0,0.865,-1.806,-0.267,0.485,4.14,4.139,3.755
8.6175,1.551,-0.11,10.166,-1.05,0.07,2.44,-4.237,1.878,-9.056,-71.69,212.03,4.12,-1.362,0.784,-0.246,-10.439,15.136,1.794,-9.019,14.344,10.439,0.382,0.0,3.701,-3.318,-0.299,-15.136,-0.989,-0.0,1.251,-2.241,-0.319,1.043,4.281,4.139,3.755
8.6768,-1.468,-0.081,10.805,1.45,-3.83,-6.87,-0.178,3.259,-10.561,45.32,-109.16,16.83,-0.418,0.756,-0.206,-13.261,15.327,1.232,-12.779,14.512,13.261,0.481,-0.0,-1.905,2.386,0.271,-15.327,-1.0,0.0,-0.791,-0.209,-0.076,0.583,4.302,4.139,3.755
8.6768,-1.468,-0.081,10.805,1.45,-3.83,-6.87,-0.178,3.259,-10.561,45.32,-109.16,16.83,-0.418,0.756,-0.206,-13.261,15.327,1.232,-12.779,14.512,13.261,0.481,-0.0,-1.905,2.386,0.271,-15.327,-1.0,0.0,-0.791,-0.209,-0.076,0.583,4.302,4.139,3.755
8.7342,1.008,0.323,10.343,-0.42,-0.2,1.11,-6.478,2.288,-10.053,3.74,-247.92,0.69,-0.775,0.805,-0.261,-19.557,14.776,-0.476,-18.718,13.873,19.557,0.701,-0.0,-4.327,5.028,0.537,-14.776,-0.978,-0.0,-0.065,-0.913,-0.161,6.141,4.223,4.139,3.755
8.7342,1.008,0.323,10.343,-0.42,-0.2,1.11,-6.478,2.288,-10.053,3.74,-247.92,0.69,-0.775,0.805,-0.261,-19.557,14.776,-0.476,-18.718,13.873,19.557,0.701,-0.0,-4.327,5.028,0.537,-14.776,-0.978,-0.0,-0.065,-0.913,-0.161,6.141,4.223,4.139,3.755
8.7936,-0.848,-0.249,10.127,1.04,-4.17,-4.79,0.627,3.196,-12.283,28.06,91.69,-19.27,-0.306,0.635,-0.234,-23.331,13.868,-1.388,-22.954,13.124,23.331,0.833,-0.0,1.6,-0.768,-0.041,-13.868,-0.94,0.0,-0.49,-0.451,-0.105,5.623,4.132,4.139,3.755
8.7936,-0.848,-0.249,10.127,1.04,-4.17,-4.79,0.627,3.196,-12.283,28.06,91.69,-19.27,-0.306,0.635,-0.234,-23.331,13.868,-1.388,-22.954,13.124,23.331,0.833,-0.0,1.6,-0.768,-0.041,-13.868,-0.94,0.0,-0.49,-0.451,-0.105,5.623,4.132,4.139,3.755
8.8524,-0.52,0.462,10.285,-0.64,3.62,-0.75,-3.214,2.722,-12.663,-50.58,252.35,11.49,-0.711,0.75,-0.297,-14.373,14.107,0.86,-13.599,13.304,14.373,0.52,0.0,4.404,-3.884,-0.354,-14.107,-0.953,-0.0,0.883,-1.835,-0.272,0.483,4.154,4.139,3.755
8.8524,-0.52,0.462,10.285,-0.64,3.62,-0.75,-3.214,2.722,-12.663,-50.58,252.35,11.49,-0.711,0.75,-0.297,-14.373,14.107,0.86,-13.599,13.304,14.373,0.52,0.0,4.404,-3.884,-0.354,-14.107,-0.953,-0.0,0.883,-1.835,-0.272,0.483,4.154,4.139,3.755
8.9106,-1.674,-0.098,9.565,-0.64,4.43,3.19,-8.592,1.845,-8.839,-18.54,-49.95,-7.53,-0.733,0.631,-0.161,-11.801,15.732,1.996,-11.006,15.066,11.801,0.43,0.0,-0.872,1.302,0.164,-15.732,-1.026,-0.0,0.324,-1.349,-0.215,0.8,4.369,4.139,3.755
8.9106,-1.674,-0.098,9.565,-0.64,4.43,3.19,-8.592,1.845,-8.839,-18.54,-49.95,-7.53,-0.733,0.631,-0.161,-11.801,15.732,1.996,-11.006,15.066,11.801,0.43,0.0,-0.872,1.302,0.164,-15.732,-1.026,-0.0,0.324,-1.349,-0.215,0.8,4.369,4.139,3.755
8.9704,0.979,0.591,10.099,0.82,-1.13,-0.79,-3.762,1.744,-9.033,27.49,-139.57,-5.37,-0.8,0.724,-0.298,-16.041,14.658,0.38,-15.179,13.869,16.041,0.579,-0.0,-2.436,3.015,0.336,-14.658,-0.981,0.0,-0.48,-0.501,-0.113,0.29,4.223,4.139,3.755
8.9704,0.979,0.591,10.099,0.82,-1.13,-0.79,-3.762,1.744,-9.033,27.49,-139.57,-5.37,-0.8,0.724,-0.298,-16.041,14.658,0.38,-15.179,13.869,16.041,0.579,-0.0,-2.436,3.015,0.336,-14.658,-0.981,0.0,-0.48,-0.501,-0.113,0.29,4.223,4.139,3.755
9.0278,-1.393,-0.187,9.335,-1.39,5.85,6.04,0.14,2.224,-7.967,32.64,-219.15,-14.77,-0.712,0.622,-0.187,-25.155,14.566,-2.026,-24.374,13.807,25.155,0.897,0.0,-3.825,4.722,0.509,-14.566,-0.979,-0.0,-0.57,-0.409,-0.102,5.45,4.215,4.139,3.755
9.0278,-1.393,-0.187,9.335,-1.39,5.85,6.04,0.14,2.224,-7.967,32.64,-219.15,-14.77,-0.712,0.622,-0.187,-25.155,14.566,-2.026,-24.374,13.807,25.155,0.897,0.0,-3.825,4.722,0.509,-14.566,-0.979,-0.0,-0.57,-0.409,-0.102,5.45,4.215,4.139,3.755
9.0859,1.216,1.472,9.208,0.55,0.14,-0.14,-3.454,1.838,-5.124,-19.99,252.35,-6.56,-0.921,0.684,-0.268,-18.195,13.706,0.074,-17.209,12.95,22.276,0.796,-0.0,2.51,-1.714,-0.135,-13.613,-0.938,0.0,-0.444,-0.495,-0.112,5.777,4.111,4.139,3.755
9.0859,1.216,1.472,9.208,0.55,0.14,-0.14,-3.454,1.838,-5.124,-19.99,252.35,-6.56,-0.921,0.684,-0.268,-18.195,13.706,0.074,-17.209,12.95,18.195,0.654,0.0,4.404,-3.75,-0.339,-13.706,-0.943,0.0,0.349,-1.292,-0.208,0.042,4.111,4.139,3.755
9.1442,-0.393,-0.524,10.491,-1.5,5.18,4.14,-7.805,0.784,-5.595,-57.71,95.85,-7.07,-0.947,0.56,-0.228,-10.588,15.362,1.979,-9.586,14.781,10.588,0.389,0.0,1.673,-1.284,-0.094,-15.362,-1.018,-0.0,1.007,-2.025,-0.297,0.973,4.334,4.139,3.755
9.1442,-0.393,-0.524,10.491,-1.5,5.18,4.14,-7.805,0.784,-5.595,-57.71,95.85,-7.07,-0.947,0.56,-0.228,-10.588,15.362,1.979,-9.586,14.781,10.588,0.389,0.0,1.673,-1.284,-0.094,-15.362,-1.018,-0.0,1.007,-2.025,-0.297,0.973,4.334,4.139,3.755
9.2015,1.36,-1.03,9.955,1.66,-7.8,-6.56,0.528,2.617,-8.353,52.56,-115.73,11.17,-0.726,0.484,-0.293,-13.902,15.018,0.899,-13.12,14.487,12.194,0.445,0.0,-1.06,1.505,0.185,-15.635,-1.031,-0.0,0.042,-1.073,-0.183,0.722,4.367,4.139,3.755
9.2015,1.36,-1.03,9.955,1.66,-7.8,-6.56,0.528,2.617,-8.353,52.56,-115.73,11.17,-0.726,0.484,-0.293,-13.902,15.018,0.899,-13.12,14.487,13.902,0.504,-0.0,-2.02,2.524,0.287,-15.018,-1.005,0.0,-0.917,-0.087,-0.065,0.541,4.298,4.139,3.755
9.2590,1.769,0.536,10.07,-0.98,1.49,1.46,-5.106,2.271,-9.193,15.02,-247.92,3.22,-1.237,0.667,-0.291,-22.002,14.746,-1.111,-20.701,13.964,16.79,0.605,-0.0,-2.752,3.358,0.371,-14.523,-0.984,0.0,-0.301,-0.684,-0.137,0.216,4.219,4.139,3.755
9.2590,1.769,0.536,10.07,-0.98,1.49,1.46,-5.106,2.271,-9.193,15.02,-247.92,3.22,-1.237,0.667,-0.291,-22.002,14.746,-1.111,-20.701,13.964,22.002,0.787,0.0,-4.327,5.114,0.548,-14.746,-0.995,-0.0,-0.262,-0.733,-0.143,5.899,4.234,4.139,3.755
9.3163,-0.622,-0.761,12.282,1.55,-5.35,-5.84,-0.509,3.237,-9.641,20.49,148.45,-14.38,-0.284,0.547,-0.318,-21.652,13.524,-0.9,-21.298,12.887,21.652,0.775,-0.0,2.591,-1.816,-0.144,-13.524,-0.944,0.0,-0.358,-0.586,-0.125,5.826,4.103,4.139,3.755
9.3163,-0.622,-0.761,12.282,1.55,-5.35,-5.84,-0.509,3.237,-9.641,20.49,148.45,-14.38,-0.284,0.547,-0.318,-21.652,13.524,-0.9,-21.298,12.887,21.652,0.775,-0.0,2.591,-1.816,-0.144,-13.524,-0.944,0.0,-0.358,-0.586,-0.125,5.826,4.103,4.139,3.755
9.3721,1.295,0.527,9.538,-0.87,-0.67,1.61,-1.514,2.705,-13.103,-68.3,252.35,5.41,-0.463,0.697,-0.316,-12.022,14.563,1.375,-11.499,13.818,12.022,0.439,-0.0,4.404,-3.965,-0.361,-14.563,-0.991,-0.0,1.192,-2.183,-0.318,0.74,4.217,4.139,3.755
9.3721,1.295,0.527,9.538,-0.87,-0.67,1.61,-1.514,2.705,-13.103,-68.3,252.35,5.41,-0.463,0.697,-0.316,-12.022,14.563,1.375,-11.499,13.818,12.022,0.439,-0.0,4.404,-3.965,-0.361,-14.563,-0.991,-0.0,1.192,-2.183,-0.318,0.74,4.217,4.139,3.755
9.4010,0.235,-0.421,10.36,-1.82,4.72,7.07,-7.968,0.961,-5.906,-52.17,69.27,-14.53,-0.703,0.566,-0.222,-10.398,15.492,2.141,-9.639,14.898,10.398,0.382,0.0,1.209,-0.827,-0.047,-15.492,-1.033,-0.0,0.911,-1.943,-0.289,0.967,4.349,4.139,3.755
9.4306,-2.088,0.785,9.591,0.5,0.14,-1.78,-4.585,2.89,-11.116,14.51,-95.15,7.38,-0.087,0.6,-0.202,-12.568,15.573,1.726,-12.417,14.91,12.568,0.458,0.0,-1.661,2.119,0.248,-15.573,-1.037,0.0,-0.253,-0.784,-0.15,0.627,4.35,4.139,3.755
9.4884,0.309,0.352,10.314,-0.01,0.36,-0.29,-6.463,1.943,-10.259,13.68,-239.16,-1.22,-0.216,0.627,-0.327,-18.461,14.592,-0.183,-18.179,13.883,18.461,0.664,0.0,-4.174,4.838,0.521,-14.592,-0.996,-0.0,-0.239,-0.758,-0.147,6.207,4.225,4.139,3.755
9.4884,0.309,0.352,10.314,-0.01,0.36,-0.29,-6.463,1.943,-10.259,13.68,-239.16,-1.22,-0.216,0.627,-0.327,-18.461,14.592,-0.183,-18.179,13.883,18.461,0.664,0.0,-4.174,4.838,0.521,-14.592,-0.996,-0.0,-0.239,-0.758,-0.147,6.207,4.225,4.139,3.755
9.5473,-1.901,0.366,9.086,0.27,-1.37,-2.04,2.021,2.588,-12.005,34.32,54.4,-20.25,0.177,0.539,-0.234,-23.535,13.915,-1.51,-23.638,13.282,23.341,0.835,0.0,-4.327,5.161,0.554,-14.631,-0.999,-0.0,-0.519,-0.48,-0.114,5.635,4.225,4.139,3.755
9.5473,-1.901,0.366,9.086,0.27,-1.37,-2.04,2.021,2.588,-12.005,34.32,54.4,-20.25,0.177,0.539,-0.234,-23.535,13.915,-1.51,-23.638,13.282,23.535,0.841,-0.0,0.95,-0.108,0.028,-13.915,-0.969,0.0,-0.599,-0.37,-0.101,5.54,4.151,4.139,3.755
9.6062,0.395,-0.306,10.262,-0.71,3.21,-2.53,-2.846,2.5,-11.102,-43.16,252.35,11.32,-0.265,0.602,-0.332,-14.939,13.962,0.722,-14.612,13.299,19.766,0.71,-0.0,3.397,-2.687,-0.231,-13.582,-0.955,0.0,0.025,-0.98,-0.174,6.052,4.12,4.139,3.755
9.6062,0.395,-0.306,10.262,-0.71,3.21,-2.53,-2.846,2.5,-11.102,-43.16,252.35,11.32,-0.265,0.602,-0.332,-14.939,13.962,0.722,-14.612,13.299,14.939,0.541,0.0,4.404,-3.863,-0.349,-13.962,-0.973,-0.0,0.753,-1.726,-0.264,0.359,4.153,4.139,3.755
9.6652,-1.633,0.366,8.902,-0.92,6.14,4.35,-8.365,1.113,-6.876,-35.77,4.3,-11.9,-0.302,0.633,-0.195,-10.777,15.642,2.181,-10.413,14.961,10.777,0.396,0.0,0.075,0.321,0.068,-15.642,-1.048,-0.0,0.624,-1.673,-0.259,0.872,4.356,4.139,3.755
9.6652,-1.633,0.366,8.902,-0.92,6.14,4.35,-8.365,1.113,-6.876,-35.77,4.3,-11.9,-0.302,0.633,-0.195,-10.777,15.642,2.181,-10.413,14.961,10.777,0.396,0.0,0.075,0.321,0.068,-15.642,-1.048,-0.0,0.624,-1.673,-0.259,0.872,4.356,4.139,3.755
9.7249,1.29,0.555,10.159,0.95,-2.93,-0.67,-3.31,1.689,-8.273,38.81,-125.51,-7.18,-0.19,0.698,-0.326,-15.047,14.61,0.597,-14.793,13.842,15.047,0.545,-0.0,-2.19,2.736,0.311,-14.61,-1.005,0.0,-0.677,-0.328,-0.097,0.337,4.22,4.139,3.755
9.7249,1.29,0.555,10.159,0.95,-2.93,-0.67,-3.31,1.689,-8.273,38.81,-125.51,-7.18,-0.19,0.698,-0.326,-15.047,14.61,0.597,-14.793,13.842,15.047,0.545,-0.0,-2.19,2.736,0.311,-14.61,-1.005,0.0,-0.677,-0.328,-0.097,0.337,4.22,4.139,3.755
9.7784,-2.634,-0.189,9.847,-1.41,8.58,5.56,0.516,2.359,-7.622,36.77,-247.92,-7.8,-0.053,0.716,-0.242,-24.387,14.564,-1.898,-24.266,13.726,24.387,0.872,0.0,-4.327,5.199,0.559,-14.564,-1.005,-0.0,-0.642,-0.364,-0.102,5.463,4.205,4.139,3.755
9.7784,-2.634,-0.189,9.847,-1.41,8.58,5.56,0.516,2.359,-7.622,36.77,-247.92,-7.8,-0.053,0.716,-0.242,-24.387,14.564,-1.898,-24.266,13.726,24.387,0.872,0.0,-4.327,5.199,0.559,-14.564,-1.005,-0.0,-0.642,-0.364,-0.102,5.463,4.205,4.139,3.755
9.8367,0.687,0.766,10.242,0.59,0.25,0.51,-2.953,1.866,-4.49,-19.71,238.12,-8.88,0.081,0.748,-0.321,-17.959,13.731,0.055,-17.97,12.898,17.959,0.647,0.0,4.156,-3.509,-0.312,-13.731,-0.971,0.0,0.344,-1.315,-0.216,6.232,4.104,4.139,3.755
9.8367,0.687,0.766,10.242,0.59,0.25,0.51,-2.953,1.866,-4.49,-19.71,238.12,-8.88,0.081,0.748,-0.321,-17.959,13.731,0.055,-17.97,12.898,17.959,0.647,0.0,4.156,-3.509,-0.312,-13.731,-0.971,0.0,0.344,-1.315,-0.216,6.232,4.104,4.139,3.755
